account_id,num_services,num_services_active,num_services_inactive,cc_service_count,db_service_count,nlp_service_count,cc_pro_service_count,ml_service_count,integrations_count,third_party_integrations,num_businesses,tier_level,account_type,enterprise_account,enterprise_account_legacy,is_activated,has_cloud_storage,has_cloud_storage_only,account_size,third_party_integration_flag,first_party_ord,account_created_time,first_activated_time,min_bill_date,max_bill_date,sticky_bill_date,address,marketing_campaign_response
2284779,9,2,0,0,0,0,0,0,60,0,12,PREMIUM_PLUS,Services,FALSE,FALSE,TRUE,FALSE,FALSE,,2,,6/28/17 14:34,6/7/17 22:35,5/14/17,7/1/19,5/16/17,"76807 Mann Pines Suite 443, GA, US",1
1329123,0,0,0,0,0,0,0,0,62,18,42,BASIC,Customer,FALSE,FALSE,FALSE,TRUE,TRUE,small,1,,6/15/16 12:57,,8/24/16,7/31/19,7/28/16,"3809 Jordan Ville, VA, US",0
4495886,9,1,0,0,0,0,10,0,84,9,14,BASIC,Business_type_1,FALSE,FALSE,TRUE,FALSE,FALSE,large,2,2,6/22/19 19:49,6/2/19 20:49,6/4/19,3/29/21,7/11/19,"906 Brooks Lodge Suite 951, OH, US",1
131393,4,10,0,5,0,0,0,0,31,27,,BASIC,Customer,FALSE,FALSE,TRUE,TRUE,FALSE,small,1,,9/9/14 15:28,10/3/14 19:17,9/2/14,4/3/20,9/23/14,"3224 Dawn Forest Suite 046, WV, US",1
5506185,0,0,0,0,0,0,0,0,207,0,,PREMIUM,Services,FALSE,FALSE,FALSE,FALSE,FALSE,,1,,4/12/20 10:01,,5/18/20,4/30/20,5/17/20,"1783 Danielle Causeway Suite 034, CT, US",0
4942882,9,4,0,0,0,0,0,0,189,3,,PREMIUM,Business_type_1,FALSE,FALSE,TRUE,FALSE,FALSE,,2,1,10/8/19 17:44,12/5/19 21:46,12/7/19,3/21/21,11/29/19,"6535 Andrea Lodge, WA, US",1
1787733,8,18,0,8,0,0,0,0,190,24,8,BASIC,Business_type_1,FALSE,FALSE,TRUE,TRUE,FALSE,large,2,,10/5/16 2:34,11/1/16 17:52,12/16/16,2/17/21,12/13/16,"02248 Julie Burgs Apt. 097, CA, US",1
697387,0,0,0,0,0,0,0,0,220,0,,PREMIUM,Services,FALSE,FALSE,FALSE,TRUE,TRUE,,1,,11/30/15 9:31,,10/28/15,3/29/21,11/26/15,"03262 Jessica Shoal, DE, US",0
3147384,1,5,0,0,0,8,0,0,180,0,,PREMIUM_PLUS,Customer,FALSE,FALSE,TRUE,FALSE,FALSE,,2,1,3/17/18 16:48,5/6/18 18:46,5/11/18,3/4/21,5/9/18,"3657 Brown Landing Apt. 120, MI, US",1
6159789,7,7,0,0,0,7,0,0,112,0,,PREMIUM_PLUS,Services,FALSE,FALSE,TRUE,FALSE,FALSE,,1,,10/29/20 16:39,12/14/20 15:56,12/9/20,2/11/21,11/10/20,"93134 Amber Tunnel Suite 082, QC, CA",1
1158802,3,18,0,0,0,3,0,0,130,0,8,LITE,Business_type_1,FALSE,FALSE,TRUE,TRUE,FALSE,,2,2,4/2/16 16:05,7/9/17 21:14,5/9/16,3/31/21,4/3/16,"870 Arthur Square Apt. 944, LA, US",1
5995689,2,12,0,0,0,16,0,0,132,8,965,PREMIUM_PLUS,Customer,FALSE,FALSE,TRUE,FALSE,FALSE,small,2,,10/4/20 0:27,9/18/20 20:52,11/14/20,3/31/21,10/22/20,"08518 Hawkins Cliffs, NV, US",1
5823552,5,9,0,0,0,9,0,0,14,0,,PREMIUM_PLUS,Services,FALSE,FALSE,TRUE,FALSE,FALSE,,1,1,9/3/20 17:31,8/4/20 15:12,7/19/20,3/12/21,8/26/20,"94987 Adam Mission Apt. 888, ON, CA",1
399951,0,0,0,0,0,0,0,0,260,2,12,BASIC,Customer,FALSE,FALSE,FALSE,FALSE,FALSE,small,1,,8/22/15 19:19,,9/12/15,1/10/16,10/3/15,"11691 Salinas Forges Apt. 069, IL, US",0
3210148,1,6,0,0,0,9,0,0,132,4,359,PREMIUM_PLUS,Customer,FALSE,TRUE,TRUE,TRUE,FALSE,,2,1,4/6/18 9:50,3/31/18 19:00,4/25/18,2/9/21,4/29/18,"1465 Charles Mill, TX, US",1
5711731,0,0,0,0,0,0,0,0,216,0,,PREMIUM,Customer,FALSE,FALSE,FALSE,TRUE,TRUE,,1,,6/14/20 17:05,,7/13/20,4/7/21,6/2/20,"5324 Clark Bypass, FL, US",0
323335,0,0,0,0,0,0,0,0,62,40,28,BASIC,Business_type_1,FALSE,FALSE,FALSE,TRUE,TRUE,,1,,7/14/15 18:51,,6/22/15,12/28/17,7/20/15,"007 Jackson Knoll, PA, US",0
5688892,4,7,0,0,0,10,0,0,140,0,,LITE,Services,FALSE,FALSE,TRUE,FALSE,FALSE,,1,3,7/10/20 15:47,7/20/20 17:09,6/1/20,4/5/21,7/21/20,"9885 Butler Port Suite 953, OR, US",1
1703916,0,0,0,0,0,0,0,0,48,0,,PREMIUM_PLUS,Business_type_1,FALSE,FALSE,FALSE,FALSE,FALSE,,1,,10/27/16 0:29,,10/31/16,3/3/18,9/14/16,"89266 Carolyn Estates Apt. 704, NE, US",0
1794415,0,0,0,0,0,0,0,0,40,0,20,PREMIUM,Services,FALSE,FALSE,FALSE,TRUE,TRUE,,1,,10/30/16 15:51,,11/23/16,3/21/17,3/29/17,"191 Guzman Roads, NY, US",0
3976901,0,0,0,0,0,0,0,0,225,0,,PREMIUM,Services,FALSE,FALSE,FALSE,TRUE,TRUE,,1,,1/14/19 19:29,,2/7/19,1/17/21,2/15/19,"21092 Moore Stream, CA, US",0
5995295,1,1,0,0,0,10,0,0,279,8,,LITE,Customer,FALSE,FALSE,TRUE,FALSE,FALSE,small,2,,9/4/20 21:36,9/12/20 1:46,10/20/20,3/14/21,9/22/20,"5594 Harrison Locks, AL, US",1
4114497,5,6,0,0,0,1,0,0,32,12,36,PREMIUM_PLUS,Customer,FALSE,FALSE,TRUE,FALSE,FALSE,,2,1,2/13/19 22:49,2/25/19 18:40,2/19/19,2/7/21,3/9/19,"0548 Matthew Freeway, AB, CA",1
157007,10,4,0,0,9,0,7,0,144,0,18,BASIC,Business_type_1,FALSE,FALSE,TRUE,TRUE,FALSE,small,2,,11/1/14 20:32,11/14/14 22:23,10/11/14,6/25/19,10/3/14,"036 Sarah Views, AR, US",1
3830316,0,0,0,0,0,0,0,0,180,0,,PREMIUM_PLUS,Services,FALSE,FALSE,FALSE,FALSE,FALSE,,1,,11/18/18 18:11,,11/7/18,1/6/19,1/5/19,"268 Frank Rest, FL, US",0
4014708,0,0,0,0,0,0,0,0,240,7,,PREMIUM,Services,FALSE,FALSE,FALSE,TRUE,TRUE,,1,,1/8/19 20:39,,8/2/19,2/24/20,8/29/19,"101 Hudson Ranch, UT, US",0
1742463,6,6,0,0,8,0,0,0,36,0,,PREMIUM_PLUS,Customer,FALSE,FALSE,TRUE,FALSE,FALSE,,2,,10/28/16 19:52,10/29/16 21:10,11/9/16,10/26/16,,"403 Sanchez Mountain, CA, US",1
3174343,6,5,0,0,0,1,0,0,248,18,28,LITE,Business_type_1,FALSE,FALSE,TRUE,FALSE,FALSE,large,2,2,3/28/18 19:20,3/28/18 22:35,3/26/18,3/19/21,5/17/18,"90652 Katherine Lock, OR, US",1
1502576,0,0,0,0,0,0,0,0,32,0,112,BASIC,Customer,FALSE,FALSE,FALSE,TRUE,TRUE,,2,,6/15/16 18:02,,1/13/17,5/27/19,1/25/17,"7782 Michael Mills Apt. 339, CA, US",0
4919324,6,9,0,0,0,0,0,0,21,7,1225,PREMIUM_PLUS,Customer,FALSE,FALSE,TRUE,FALSE,FALSE,,1,1,11/20/19 6:14,2/15/20 13:54,2/26/20,3/25/21,1/16/20,"78897 Scott Common Suite 606, FL, US",1
3856745,0,0,0,0,0,0,0,0,72,0,,PREMIUM,Services,FALSE,FALSE,FALSE,TRUE,TRUE,small,1,,12/30/18 14:49,,12/15/18,4/1/21,1/2/19,"1353 Moore Stream, OH, US",0
3172423,6,10,0,0,0,0,0,0,95,0,,PREMIUM_PLUS,Customer,FALSE,FALSE,TRUE,FALSE,FALSE,small,1,1,3/14/18 18:54,3/15/18 21:04,5/6/18,7/14/20,4/15/18,"09396 Erik Dam, TX, US",1
2626944,0,0,0,0,0,0,0,0,96,0,,PREMIUM,Customer,FALSE,FALSE,FALSE,TRUE,TRUE,,1,,9/27/17 19:49,,9/29/17,2/20/21,10/9/17,"47226 Megan Shores, IL, US",0
4509961,35,20,0,0,0,1,20,0,90,8,,BASIC,Customer,FALSE,FALSE,TRUE,FALSE,FALSE,medium,1,3,6/15/19 16:36,6/28/19 20:47,6/30/19,4/1/21,7/15/19,"1789 Murphy Harbors Suite 843, NY, US",1
4884585,3,10,0,0,0,10,0,0,152,0,,PREMIUM_PLUS,Services,FALSE,FALSE,TRUE,FALSE,FALSE,,2,,10/31/19 16:19,11/27/19 20:28,11/20/19,2/26/20,3/2/20,"349 Arnold Turnpike, FL, US",1
4100159,12,18,0,0,0,6,0,0,57,0,,PREMIUM_PLUS,Services,FALSE,FALSE,TRUE,TRUE,FALSE,large,1,1,2/14/19 15:44,2/23/19 14:10,2/16/19,3/4/21,4/29/19,"762 Frank Loop Apt. 737, OH, US",1
2725980,0,0,0,0,0,0,0,0,216,0,,PREMIUM,Services,FALSE,FALSE,FALSE,TRUE,TRUE,,1,,10/3/17 16:05,,11/27/17,4/4/21,10/27/17,"935 Travis Radial, CA, US",0
3541628,18,4,0,0,0,0,20,0,208,0,,BASIC,Business_type_1,FALSE,FALSE,TRUE,FALSE,FALSE,,1,2,8/20/18 23:57,9/8/18 16:44,9/29/18,3/17/21,10/4/18,"414 Michael Green, CA, US",1
6089483,9,9,0,0,0,5,0,0,42,0,2,PREMIUM_PLUS,Customer,FALSE,FALSE,TRUE,FALSE,FALSE,,2,,10/27/20 10:32,10/3/20 19:15,10/20/20,2/2/21,11/28/20,"0151 Timothy Land Suite 181, BC, CA",1
2247948,0,0,0,0,0,0,0,0,72,0,,PREMIUM_PLUS,Customer,FALSE,FALSE,FALSE,FALSE,FALSE,small,2,,6/10/17 22:29,,6/11/17,1/28/19,6/25/17,"5363 Jennifer Parks, FL, US",0
5559585,0,0,0,0,0,0,0,0,216,0,,PREMIUM,Customer,FALSE,FALSE,FALSE,TRUE,TRUE,,1,,4/27/20 10:35,,4/21/20,9/7/20,5/19/20,"193 Mcdonald Run, CO, US",0
4372108,0,0,0,0,0,0,0,0,216,0,,PREMIUM,Business_type_1,FALSE,FALSE,FALSE,TRUE,TRUE,small,1,,4/29/19 9:15,,2/3/20,1/30/20,,"0997 Harrison Forge, GA, US",0
3992741,0,0,0,0,0,0,0,0,156,0,3,BASIC,Business_type_1,FALSE,FALSE,FALSE,FALSE,FALSE,,1,,1/11/19 6:32,,3/2/19,3/16/19,3/1/19,"26532 Joseph Field, CO, US",0
3594145,7,10,0,0,0,5,0,0,19,0,20,PREMIUM_PLUS,Services,FALSE,FALSE,TRUE,FALSE,FALSE,,2,1,9/22/18 15:31,8/28/18 13:28,9/29/18,3/9/21,9/26/18,"55260 Greene Turnpike Suite 108, FL, US",1
336367,4,5,0,0,0,0,0,0,105,0,20,PREMIUM_PLUS,Services,FALSE,FALSE,TRUE,FALSE,FALSE,,1,,6/9/15 22:00,6/20/15 18:35,6/19/15,1/16/17,6/13/15,"7070 Pitts Field, FL, US",0
3875542,0,0,0,0,0,0,0,0,50,0,,BASIC,Business_type_1,FALSE,FALSE,FALSE,FALSE,FALSE,,1,2,1/8/19 7:20,,12/31/18,10/23/20,12/2/18,"590 Pamela Center Suite 361, NY, US",1
2611740,0,0,0,0,0,0,0,0,72,0,,PREMIUM,Business_type_1,FALSE,FALSE,FALSE,TRUE,TRUE,,1,,8/30/17 20:32,,10/5/17,1/30/19,9/6/17,"747 Golden Plain, FL, US",0
2808119,4,0,4,0,0,0,0,0,128,0,,LITE,Services,FALSE,FALSE,FALSE,FALSE,FALSE,medium,2,,11/16/17 13:17,,3/27/18,6/30/19,4/29/18,"3093 Lee Brook, UT, US",1
3277410,44,11,0,0,0,55,0,0,19,9,56,PREMIUM_PLUS,Services,FALSE,FALSE,TRUE,FALSE,FALSE,large,2,1,5/13/18 7:55,6/26/18 13:21,5/9/18,4/10/21,7/1/18,"29232 Brown Fork Suite 470, DE, US",1
2067424,0,0,0,0,0,0,0,0,176,0,,PREMIUM,Services,FALSE,FALSE,FALSE,TRUE,TRUE,,1,,3/19/17 17:01,,10/26/17,9/30/17,,"852 Austin Orchard Apt. 923, FL, US",0
2699604,0,0,0,0,0,0,0,0,120,0,,PREMIUM,Customer,FALSE,FALSE,FALSE,TRUE,TRUE,,1,,10/31/17 15:58,,12/31/17,3/13/21,12/31/17,"260 Pineda Haven Apt. 013, OH, US",0
2484635,3,3,0,0,0,0,0,0,160,0,,PREMIUM_PLUS,Customer,FALSE,FALSE,TRUE,TRUE,FALSE,small,2,1,8/21/17 17:15,9/9/17 20:48,8/4/17,2/26/21,8/20/17,"07948 James Tunnel, NC, US",1
2372863,10,2,0,0,0,0,0,0,16,0,32,PREMIUM,Services,FALSE,FALSE,TRUE,TRUE,FALSE,,1,,5/30/17 20:34,7/28/17 20:38,7/4/17,4/11/18,6/27/17,"486 Smith Glens Suite 678, IN, US",0
4027410,0,0,0,0,0,0,0,0,171,0,40,PREMIUM_PLUS,Services,FALSE,FALSE,FALSE,TRUE,TRUE,,1,,1/31/19 16:46,,2/23/19,3/19/21,1/27/19,"07965 Murphy Parkway Suite 693, AR, US",0
4870877,0,0,0,0,0,0,0,0,96,0,,LITE,Services,FALSE,FALSE,FALSE,TRUE,TRUE,,2,,10/2/19 18:52,,9/25/19,2/12/20,10/14/19,"0148 Barbara Place Suite 739, MO, US",0
3980165,9,5,0,0,0,5,0,0,80,0,,LITE,Services,FALSE,FALSE,TRUE,FALSE,FALSE,,2,,1/13/19 15:55,2/7/19 15:05,2/2/19,2/21/19,,"46198 Heather Route Suite 434, VA, US",1
4236130,7,10,0,0,0,0,0,0,42,9,10220,PREMIUM_PLUS,Services,FALSE,FALSE,TRUE,FALSE,FALSE,small,2,,5/3/19 17:13,9/5/19 17:21,2/15/20,3/4/21,1/29/20,"88770 Gonzalez Point, GA, US",1
4202887,12,14,0,0,0,0,0,0,176,10,,PREMIUM_PLUS,Services,FALSE,FALSE,TRUE,FALSE,FALSE,medium,1,1,4/16/19 19:31,3/17/19 19:39,3/29/19,2/27/21,4/9/19,"9225 Ayers Lodge Apt. 090, LA, US",1
4390771,18,6,0,0,0,0,10,0,64,0,,BASIC,Business_type_1,FALSE,FALSE,TRUE,TRUE,FALSE,large,1,,6/21/19 6:58,5/15/19 17:54,6/22/19,3/6/20,6/16/19,"70789 Hines Corners, FL, US",1
6232946,1,0,4,0,0,0,0,0,234,0,,PREMIUM,Services,FALSE,FALSE,FALSE,FALSE,FALSE,,2,,1/8/21 20:20,,12/6/20,1/8/21,,"9489 Matthew Tunnel Apt. 281, GA, US",0
5320182,0,0,0,0,0,0,0,0,76,0,,PREMIUM_PLUS,Services,FALSE,FALSE,FALSE,TRUE,TRUE,,1,,2/6/20 22:53,,1/26/20,7/14/20,3/7/20,"46871 Jennifer Turnpike, TX, US",0
4126427,6,5,0,0,0,0,0,0,200,1,,PREMIUM,Customer,FALSE,FALSE,TRUE,TRUE,FALSE,,1,2,4/9/19 13:33,4/12/19 12:21,3/31/19,2/11/21,4/19/19,"4873 Chapman Roads, SC, US",1
2910772,14,2,0,5,0,0,0,0,320,28,16,BASIC,Business_type_1,FALSE,FALSE,TRUE,FALSE,FALSE,large,1,,1/14/18 20:56,1/26/18 17:26,2/19/18,3/2/21,2/22/18,"1756 John Mountain Suite 554, FL, US",1
4849052,4,8,0,0,0,5,0,0,85,0,,PREMIUM_PLUS,Business_type_1,FALSE,FALSE,TRUE,FALSE,FALSE,,2,1,10/25/19 9:53,10/17/19 23:43,10/11/19,3/14/21,10/11/19,"54402 Moore Haven Apt. 100, ON, CA",1
428326,0,0,0,0,0,0,0,0,80,0,,PREMIUM_PLUS,Customer,FALSE,FALSE,FALSE,FALSE,FALSE,,1,,9/2/15 19:13,,8/15/15,11/3/19,8/4/15,"4246 Jackson Common Apt. 122, OH, US",0
1527371,0,0,0,0,0,0,0,0,171,0,,PREMIUM,Services,FALSE,FALSE,FALSE,TRUE,TRUE,,1,,7/19/16 19:40,,8/28/16,2/18/17,8/1/16,"5872 Sean Ports, NJ, US",0
2374700,0,0,0,0,0,0,0,0,192,4,,PREMIUM,Services,FALSE,FALSE,FALSE,TRUE,TRUE,,1,,6/11/17 12:52,,7/8/17,8/15/19,6/28/17,"94199 Steven Manors, VA, US",0
2317319,0,0,0,0,0,0,0,0,207,0,,PREMIUM,Services,FALSE,FALSE,FALSE,TRUE,TRUE,,1,,6/17/17 18:22,,5/31/17,9/14/17,5/28/17,"83576 Silva Plains Suite 028, TX, US",0
663706,0,0,0,0,0,0,0,0,160,0,,PREMIUM,Services,FALSE,FALSE,FALSE,TRUE,TRUE,,1,,11/7/15 16:08,,3/4/16,2/11/21,2/23/16,"6641 Brandy Ferry Suite 386, WI, US",0
4368996,6,4,0,0,0,0,0,0,76,0,40,PREMIUM_PLUS,Customer,FALSE,FALSE,TRUE,FALSE,FALSE,,1,1,5/14/19 17:49,6/1/19 16:39,5/1/19,3/5/21,4/30/19,"298 Donovan Junction Apt. 774, NV, US",1
4076168,5,2,0,0,0,0,0,0,80,0,12,PREMIUM,Business_type_1,FALSE,FALSE,TRUE,FALSE,FALSE,small,1,2,2/3/19 18:07,2/20/19 4:48,3/22/19,6/22/20,2/14/19,"6269 Lynn Radial Suite 398, CA, US",1
5305416,0,0,0,0,0,0,0,0,161,0,14,PREMIUM,Customer,FALSE,FALSE,FALSE,TRUE,TRUE,,1,,1/21/20 10:38,,3/27/20,2/7/20,3/26/20,"20577 Justin Stream, NY, US",0
3418674,0,0,0,0,0,0,0,0,216,0,,PREMIUM,Services,FALSE,FALSE,FALSE,TRUE,TRUE,,1,,7/5/18 22:02,,5/17/19,6/22/19,4/27/19,"585 Murphy Lane, IA, US",0
2985498,0,0,0,0,0,0,0,0,207,0,,PREMIUM,Services,FALSE,FALSE,FALSE,TRUE,TRUE,,1,,2/9/18 20:36,,2/12/18,2/16/20,3/9/18,"20552 William Lane Suite 487, NC, US",0
2012012,10,4,0,0,0,0,0,0,63,0,,PREMIUM_PLUS,Customer,FALSE,FALSE,TRUE,FALSE,FALSE,,1,1,2/23/17 17:50,2/19/17 16:39,2/27/17,3/17/21,1/30/17,"639 Jonathan Rest, NC, US",1
940978,7,6,0,1,0,0,0,0,240,0,,BASIC,Customer,FALSE,FALSE,TRUE,FALSE,FALSE,,1,,1/29/16 17:40,2/16/16 15:36,1/1/17,6/18/20,12/7/16,"91247 Ryan Knoll, AL, US",0
4933434,8,1,0,0,0,10,0,0,54,0,,PREMIUM_PLUS,Services,FALSE,FALSE,TRUE,FALSE,FALSE,,1,,11/17/19 18:17,11/6/19 19:27,11/1/19,11/2/19,12/11/19,"0477 Thomas Heights, PA, US",1
5572217,0,0,0,0,0,0,0,0,135,0,,PREMIUM,Customer,FALSE,FALSE,FALSE,TRUE,TRUE,,1,,5/15/20 17:03,,4/29/20,1/2/21,6/14/20,"76424 James Lake, CA, US",0
4410485,9,9,0,0,0,1,0,0,65,0,10,PREMIUM_PLUS,Services,FALSE,FALSE,TRUE,FALSE,FALSE,medium,1,1,5/6/19 21:50,5/27/19 14:13,7/2/19,2/22/21,5/19/19,"431 Simpson Squares Apt. 843, NS, CA",1
5143776,14,12,0,0,0,0,2,0,203,8,,BASIC,Business_type_1,FALSE,FALSE,TRUE,FALSE,FALSE,large,1,2,1/10/20 0:57,1/5/20 20:22,2/9/20,3/8/21,1/13/20,"129 Holmes Mountains, NM, US",1
2749377,7,4,0,0,0,0,0,0,16,0,28,PREMIUM,Business_type_1,FALSE,FALSE,TRUE,TRUE,FALSE,small,2,,11/2/17 15:16,5/20/18 19:02,7/9/18,10/26/19,5/15/18,"3116 Joshua Drives Apt. 505, NJ, US",1
5356244,9,9,0,0,0,0,1,0,210,6,,Q,Business_type_1,FALSE,FALSE,TRUE,TRUE,FALSE,medium,2,2,1/27/20 20:43,2/10/20 19:30,3/26/20,2/13/21,3/1/20,"015 Roy Groves, CO, US",1
4476996,0,0,0,0,0,0,0,0,128,0,,PREMIUM,Business_type_1,FALSE,FALSE,FALSE,TRUE,TRUE,large,1,,6/30/19 19:39,,8/25/19,3/22/20,7/30/19,"146 Thompson Mountains, OH, US",0
795577,10,1,0,0,0,0,0,0,75,0,,PREMIUM_PLUS,Services,FALSE,FALSE,TRUE,FALSE,FALSE,small,1,,12/10/15 17:34,12/29/15 19:36,1/28/16,11/25/19,12/31/15,"93287 Charles Circle Apt. 532, OR, US",0
952620,6,20,0,0,0,0,0,0,38,0,,PREMIUM_PLUS,Services,FALSE,FALSE,TRUE,FALSE,FALSE,,1,,1/13/16 20:06,2/3/16 22:15,1/17/16,2/13/21,3/18/16,"89699 Valdez Station, CA, US",0
2082156,7,7,0,0,0,0,0,0,168,8,24,PREMIUM_PLUS,Customer,FALSE,FALSE,TRUE,FALSE,FALSE,small,1,1,4/3/17 17:18,3/17/17 16:05,3/18/17,3/22/21,4/27/17,"4493 Alexis Villages Suite 196, TX, US",1
1466916,0,0,0,0,0,0,0,0,38,0,,PREMIUM,Services,FALSE,FALSE,FALSE,TRUE,TRUE,,1,,6/23/16 19:03,,7/30/16,11/13/17,7/7/16,"65596 Brandon Turnpike, AZ, US",0
